wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
monolith,21,25,60.8,8.4,46.861348,30.556235,24600
block,3,14,61.5,10.5,46.820106,30.514104,24600
panel,16,17,60.6,13.3,46.864596,30.565245,295000
panel,6,17,60,10.1,46.776943,30.533069,3000
monolithBrick,14,19,62.2,11,46.784303,30.562005,323500
panel,9,9,60,7,46.857468,30.509262,3300
panel,3,17,62.4,12.8,46.883217,30.52059,429000
monolith,5,21,60,10.5,46.879495,30.5398,524500
brick,5,8,60,8.5,46.784845,30.511014,209900
stalin,5,5,61.3,7,46.840396,30.502432,28300
monolith,6,18,60,11,46.863469,30.559523,21800
panel,12,12,60.7,10.9,46.811463,30.530346,185000
panel,14,25,60,10,46.94751,30.348043,185000
panel,1,12,62.9,9,46.887796,30.558823,195000
panel,3,9,60,6,46.897079,30.541296,195000
block,2,9,60,6.2,46.870314,30.565398,20000
panel,11,12,62,8,46.86107,30.523321,215000
monolith,2,17,60.1,8.2,46.879748,30.510134,239000
brick,3,6,62.8,16,46.774143,30.529089,25500
panel,3,12,62.3,9,46.884731,30.558806,28600
brick,2,5,61.4,8,46.84918,30.520294,595000
stalin,2,5,61.2,8.5,46.884403,30.541566,165000
panel,7,9,60.4,6,46.865697,30.491126,194000
monolith,9,16,61.1,10.5,46.879495,30.5398,209000
panel,9,9,62.2,5.8,46.858614,30.56883,249000
monolith,3,20,62.37,13.3,46.783969,30.509936,264000
panel,7,9,60.7,7,46.846371,30.488009,278000
panel,3,22,60.1,10.1,46.859574,30.513583,297000
brick,6,7,60,8.5,46.814214,30.506,23400
brick,9,9,60,18,46.889043,30.54065,35060
monolith,14,17,60,13,46.872996,30.558508,40000
panel,5,9,60,6,46.805351,30.50139,399900
brick,3,5,60,9,46.817294,30.512101,209990
monolithBrick,2,24,62,12,46.86996,30.493632,255000
panel,8,9,60.2,8.3,46.861691,30.499354,24200
panel,4,9,60,8,46.818619,30.511266,37100
stalin,1,5,61.1,7,46.773854,30.536922,410400
panel,1,9,60,6,46.833587,30.501686,502000
panel,8,12,60.9,11,46.811463,30.530346,299500
panel,15,17,60,13,46.872506,30.550403,359500
monolith,8,18,60,10,46.859504,30.56132,47800
block,16,17,60.1,12.7,46.861125,30.468335,274900
panel,7,12,62,6.6,46.858028,30.560826,168000
brick,4,6,61,8,46.805113,30.548294,169200
panel,6,9,60,10,46.861843,30.495958,199900
panel,9,9,62.6,8,46.818619,30.511266,21070
monolith,7,8,60.5,11.3,46.859504,30.56132,25050
stalin,2,9,61,9,46.77672,30.554843,26040
panel,13,17,60,13,46.858468,30.563539,26080
panel,15,17,60,13,46.830275,30.501618,37050
monolith,6,24,60.5,10,46.86996,30.493632,385000
brick,2,7,61.1,10,46.786446,30.560405,139000
panel,12,14,60.8,8,46.849317,30.482268,149900
brick,2,7,60.4,8,46.786446,30.560405,159100
panel,8,17,61,12.6,46.862025,30.405612,173000
brick,8,8,61.2,9,46.81606,30.511463,179000
monolith,8,12,60,15,46.788895,30.568803,219000
panel,5,17,60,13,46.830275,30.501618,29200
monolith,8,12,60,15,46.789947,30.500042,295000
brick,4,9,62,10,46.794209,30.51036,46000
brick,3,9,60.8,8.2,46.80529,30.508204,238000
panel,7,17,60,13,46.830275,30.501618,212500
brick,4,7,61,9,46.794209,30.51036,22060
stalin,6,8,60,10,46.782896,30.565201,225000
brick,1,5,62,7,46.801926,30.542455,287000
panel,2,9,60,8,46.819504,30.514464,30000
brick,8,9,61,8,46.80529,30.508204,41500
stalin,2,9,62,10.1,46.803292,30.512202,22070
brick,5,12,61,10.2,46.808776,30.493228,24000
brick,5,7,60,10,46.782709,30.562604,265000
monolithBrick,5,15,60,20,46.78608,30.561562,278000
monolithBrick,6,15,60,20,46.78608,30.561562,345400
monolithBrick,7,15,60,20,46.78608,30.561562,229000
monolithBrick,12,24,62,13.9,46.77634,30.525109,258000
monolith,12,25,62,12,46.821977,30.568551,268000
panel,7,9,61,8,46.866091,30.568884,49600
panel,3,12,62,8,46.86107,30.523321,64750
panel,3,9,60,6,46.861348,30.488646,235000
panel,7,16,60,10.5,46.88514,30.490991,155000
panel,1,12,62.5,6.5,46.866788,30.468901,155000
panel,4,9,60,8.2,46.884161,30.563449,168000
panel,12,12,62,9,46.86107,30.523321,185000
panel,1,9,60.4,6,46.885772,30.523061,185000
brick,2,5,61.4,8,46.84918,30.520294,199900
panel,8,9,62.3,6,46.862894,30.569252,20000
panel,1,5,60,6,46.801151,30.54983,227700
block,16,17,60,9,46.879748,30.510134,263000
monolith,6,21,61.7,10.7,46.879495,30.5398,279000
panel,14,17,60,10,46.876854,30.520009,31000
panel,8,17,60,10,46.858817,30.513898,398000
brick,1,5,61.3,7.9,46.82398,30.525091,442000
monolithBrick,11,21,62,10,46.879495,30.5398,195000
panel,9,22,60.1,10.5,46.859574,30.513583,213000
panel,4,9,62.8,5.9,46.857205,30.503594,169000
brick,7,8,60,10,46.817724,30.523465,195000
panel,17,17,62,10,46.872314,30.490198,24200
monolith,9,9,61,6,46.854628,30.402001,44000
block,5,9,62,8,46.833268,30.520382,194990
monolith,18,18,60,11,46.862525,30.530452,109000
brick,17,24,62,13,46.876157,30.505292,165000
monolithBrick,15,24,62,14,46.870673,30.556038,182000
panel,5,12,61,7,46.863808,30.510556,56000
brick,2,5,60,10,46.8473,30.520033,46500
panel,8,9,62,8,46.821628,30.514904,29900
panel,9,17,60,13,46.876238,30.548393,43900
brick,5,5,61,6,46.773105,30.543524,48900
panel,8,14,62,13,46.876218,30.550333,80500
stalin,5,10,60,9,46.833354,30.486841,80500
monolith,18,22,62,10,46.868395,30.462505,158950
panel,9,9,60,7,46.805918,30.523555,105000
monolith,3,9,60.4,8.5,46.818619,30.511266,48500
monolith,7,12,62,6.6,46.858028,30.560826,84500
panel,7,14,62,8.2,46.848933,30.481109,84499
brick,8,8,62.3,10.3,46.856598,30.400008,105000
monolith,8,18,60,10,46.86651,30.541045,95000
monolith,5,15,60,10.4,46.858993,30.559011,80000
monolith,12,15,60.5,10.4,46.858993,30.559011,95000
panel,15,17,60,10,46.775489,30.530023,115000
brick,1,9,62,8,46.782906,30.520698,99000
panel,14,17,60,13,46.864485,30.40039,108000
panel,11,12,62.8,7.1,46.849701,30.512092,83000
panel,9,17,60.6,13,46.835412,30.534622,85000
monolithBrick,2,14,60.1,14,46.790787,30.523204,89000
monolith,14,36,62.6,10.3,46.774745,30.548609,108000
monolith,7,35,62,7,46.856068,30.48534,18000
brick,5,6,61,11,46.779671,30.51558,115000
brick,6,9,61.5,6.2,46.783286,30.558589,115000
brick,6,7,61,8,46.800716,30.519018,115000
panel,12,12,62,9,46.799345,30.523968,20800
brick,8,9,61,9.6,46.776856,30.504911,85000
monolith,5,22,60,20.3,46.80916,30.541126,90000
stalin,8,9,60,11,46.795702,30.511501,105000
brick,4,7,61.2,9,46.793804,30.512362,108500
brick,8,8,60.1,14.8,46.795869,30.50016,110000
monolith,25,40,60,10,46.774745,30.548609,145000
monolith,12,23,60,11,46.797058,30.526825,96000
monolithBrick,4,4,62,12,46.78076,30.509098,88800
panel,13,14,60,12.9,46.86891,30.5284,95000
brick,3,8,60.3,7.8,46.803221,30.496839,69000
monolith,4,15,64.6,11.6,46.887968,30.530101,94000
monolith,10,15,64.9,11.6,46.887968,30.530101,95000
monolith,20,36,63.4,13.7,46.837181,30.490315,165000
panel,5,12,64,7,46.864758,30.535233,89000
monolith,9,22,64.6,10.5,46.887741,30.52413,99990
stalin,2,5,63,9,46.811017,30.525989,105000
monolith,14,36,63.6,9.8,46.837181,30.490315,11005
monolith,29,35,64.2,15.4,46.857068,30.409582,115000
monolith,26,37,64,11,46.774745,30.548609,16600
block,1,12,64,9.3,46.777353,30.512903,12000
monolith,9,21,64.94,13.5,46.879495,30.5398,107000
panel,4,12,63.4,7,46.874733,30.46522,11000
monolith,17,24,64,15,46.880576,30.542096,111000
stalin,1,6,64,8,46.796597,30.569315,166000
panel,6,17,63,13,46.868435,30.485843,11900
panel,6,12,63.4,7,46.849797,30.523088,92000
panel,9,16,63.4,8,46.84914,30.514661,95000
panel,18,25,64.2,13.8,46.831231,30.501404,108000
panel,8,9,64,6,46.867576,30.565515,115000
panel,3,9,64,7,46.866768,30.496623,135000
brick,4,12,64,10.2,46.808776,30.493228,135000
stalin,2,6,64,12,46.780102,30.559164,79500
monolithBrick,15,37,63,15,46.774745,30.548609,82000
monolith,4,13,64.5,19.7,46.784303,30.562005,83000
stalin,3,8,64,8.5,46.780309,30.505154,93500
panel,2,12,63,7,46.881525,30.493228,94500
monolith,12,12,64.5,8,46.868465,30.499085,98000
panel,3,17,63.6,8,46.867925,30.463161,109000
panel,4,12,63,8.6,46.861307,30.521533,122000
panel,4,12,63.26,7.1,46.846468,30.56805,13990
panel,5,12,64,8.5,46.86013,30.524022,15000
panel,7,9,63,6,46.86153,30.50265,165000
block,12,12,64.6,10,46.875162,30.525252,164000
panel,9,9,64,7,46.898013,30.541359,22000
panel,6,9,63.1,6.7,46.846371,30.488009,99900
monolith,9,21,64.94,13.5,46.879495,30.5398,145000
panel,9,14,64,8.2,46.875203,30.513296,176000
panel,3,9,64,7,46.866768,30.496623,97500
panel,3,9,64,7,46.866768,30.496623,109000
panel,11,12,64.5,6,46.864864,30.532592,93500
panel,8,9,63.7,6,46.875612,30.560801,81000
panel,2,17,63,13,46.882071,30.52686,89000
panel,10,16,64.3,7.9,46.858468,30.511454,99000
monolith,9,21,64.94,13.5,46.879495,30.5398,92500
panel,11,12,64.5,6.6,46.864864,30.532592,93500
panel,13,17,64,13,46.882071,30.52686,99500
panel,11,12,64,7.5,46.864864,30.532592,10200
panel,11,12,64,8,46.864864,30.532592,11000
monolithBrick,3,24,64.9,20.2,46.880576,30.542096,126000
panel,8,12,63.5,7.4,46.848943,30.512155,133500
panel,2,14,64,12.8,46.876218,30.550333,218000
panel,2,9,63,7,46.802867,30.551053,86000
brick,9,12,63,8,46.8258,30.520015,87000
panel,6,12,63.4,7.5,46.849797,30.523088,107990
brick,6,6,64,12,46.810106,30.50095,136000
stalin,3,9,64.2,8,46.815999,30.50955,137000
brick,1,4,63,8,46.801571,30.510464,115000
panel,4,16,63.9,7.8,46.861226,30.554306,20110
brick,8,12,63,8,46.825052,30.520213,20110
brick,2,8,64,8.5,46.81606,30.511463,20390
brick,1,6,63,7.5,46.785321,30.502639,206340
stalin,1,6,63,7.5,46.785321,30.502639,127000
panel,9,12,64,7.5,46.777003,30.55268,15000
block,11,12,63,10,46.831767,30.52095,19900
brick,6,6,63.4,12.3,46.822266,30.494485,19900
monolith,27,36,64,12,46.837181,30.490315,106000
monolithBrick,2,25,64,13.8,46.831231,30.501404,81000
brick,1,9,63,15,46.802649,30.53535,10000
stalin,2,6,64,10,46.780102,30.559164,10000
stalin,4,5,64.3,9,46.800306,30.548231,108500
panel,8,12,64,8.5,46.782922,30.508201,115000
monolithBrick,12,37,63,10,46.774745,30.548609,12000
monolith,10,11,64.7,17.4,46.790671,30.550136,12000
monolith,10,11,64.7,17.7,46.790671,30.550136,125000
monolith,4,26,64,10,46.84073,30.494404,12990
brick,2,6,64,10,46.780102,30.559164,134000
brick,12,14,63.8,8.2,46.777348,30.506035,149000
monolith,4,26,64,10,46.84073,30.494404,157500
monolith,9,35,63.9,12.5,46.774745,30.548609,159000
brick,1,8,64,20,46.799467,30.499058,179000
brick,4,7,63.7,10,46.787246,30.559936,26489
monolith,9,40,64,12,46.827671,30.480559,105000
monolith,9,40,64,12,46.827671,30.480559,11000
brick,3,3,64,20,46.797908,30.522153,111000
monolith,25,31,64,10.7,46.774745,30.548609,125000
panel,7,12,63,7,46.873612,30.529448,13000
block,1,12,64,9.5,46.849575,30.503083,103000
panel,8,12,64.02,8,46.888579,30.56143,21000
monolith,3,28,64.7,13.8,46.854825,30.490018,124000
panel,1,9,63.6,6,46.875612,30.560801,106990
panel,11,12,64.4,6.5,46.880844,30.490048,124000
brick,3,8,63.4,9,46.843919,30.569962,139000
panel,13,14,64,12.8,46.884832,30.526618,165000
panel,12,12,64,7,46.875299,30.531029,105000
monolith,9,21,64.95,13,46.878167,30.538242,114500
brick,3,9,64.9,5.7,46.843763,30.409681,124000
block,2,12,64,7.5,46.826377,30.494961,125000
block,13,16,64.3,8.7,46.863586,30.512568,132000
monolith,7,24,64.9,13.6,46.878889,30.53863,139500
panel,4,12,64,9.8,46.847533,30.49268,109900
panel,6,17,63,15,46.870693,30.501806,13000
panel,10,17,64,13,46.875142,30.551108,146000
brick,4,12,64,10.2,46.808776,30.493228,15000
monolith,5,36,64,14,46.837181,30.490315,18000
monolith,12,12,63.5,11,46.878889,30.53863,132500
brick,6,9,63.3,11.2,46.84678,30.400381,166000
monolith,7,36,64,12,46.837662,30.495043,192500
monolith,6,36,64,12.8,46.837181,30.490315,90000
brick,1,6,63,7.5,46.785321,30.502639,11000
panel,3,12,64,8,46.845279,30.565111,139890
brick,5,7,63.7,10,46.825158,30.525899,148000
stalin,6,6,64,9,46.780102,30.559164,169500
monolith,13,14,63.5,10,46.789391,30.536823,175000
monolith,11,15,64.4,17,46.790671,30.550136,189000
brick,9,10,64.3,8.2,46.804273,30.51052,189000
panel,11,14,63,13,46.824526,30.521264,205000
panel,8,17,63.5,8.5,46.860524,30.50363,105000
brick,7,9,63,8,46.80529,30.508204,146500
monolithBrick,11,18,63.7,14.2,46.825103,30.561455,153000
brick,7,7,63,9,46.807132,30.523555,166000
monolithBrick,5,22,64,11,46.849656,30.515811,19800
panel,9,17,63.6,12.9,46.780876,30.533544,188900
monolith,4,14,63.2,20,46.789391,30.536823,188900
monolith,16,17,64.7,11.6,46.78199,30.533858,189000
monolith,15,34,64,12,46.80653,30.545995,192500
monolith,2,6,63,10,46.774143,30.529089,19600
monolith,4,17,64.6,16,46.784303,30.562005,145000
monolith,7,23,63,13,46.799937,30.505903,122000
monolith,29,32,64.5,12,46.774745,30.548609,134900
panel,2,12,63,8,46.861307,30.521533,134000
monolith,11,16,64.2,7.4,46.863303,30.504825,145500
monolith,17,24,64,14.3,46.880945,30.54118,21300
brick,2,5,63,7.5,46.836853,30.520635,239000
brick,4,5,64,9,46.772441,30.513628,99000
brick,2,12,65,8,46.781372,30.506259,155000
monolith,3,22,67,12,46.880631,30.53934,13600
monolith,4,26,66,10,46.84073,30.494404,245000
monolith,4,26,66,10,46.84073,30.494404,285000
monolith,29,34,65,12,46.774745,30.548609,307500
brick,3,5,67,8.2,46.82398,30.525091,346500
brick,10,40,67,11.6,46.774745,30.548609,98000
monolith,10,34,65.3,20,46.806646,30.542958,133000
monolith,3,15,66,16,46.790787,30.523204,176900
monolith,7,23,67,14,46.799937,30.505903,185000
monolith,11,23,67,14,46.799937,30.505903,213000
monolith,24,24,65,11.6,46.856396,30.408102,105000
panel,11,12,65,6,46.864864,30.532592,114000
brick,3,5,65,8,46.776239,30.528065,16200
panel,13,19,67,11,46.94626,30.346005,123000
brick,4,5,65.1,7.8,46.824344,30.514239,124990
stalin,3,5,67,8.5,46.82398,30.525091,128900
brick,2,5,67,5,46.804466,30.55001,132000
brick,2,5,66.7,10,46.804466,30.55001,134900
monolithBrick,6,17,65,13,46.781514,30.534029,137000
monolith,7,22,65,7,46.779757,30.535233,149900
monolith,11,23,67,14,46.799937,30.505903,157000
monolith,19,32,67,11,46.774745,30.548609,168000
brick,2,10,66.6,8,46.808872,30.490046,173400
monolithBrick,10,25,65,17,46.831231,30.501404,185000
panel,5,12,67,8,46.808027,30.56664,187000
panel,3,19,66.2,11.2,46.946946,30.340099,216500
monolith,4,19,66,11,46.948528,30.34631,219000
panel,1,9,66,6,46.881242,30.55118,227000
panel,7,9,67,7,46.86446,30.5001,116000
panel,1,12,65,7,46.866788,30.468901,132000
panel,8,9,65,6,46.869703,30.563853,137000
panel,1,14,67,10,46.86798,30.542304,138500
block,11,12,65,10,46.885958,30.525506,139000
monolith,1,19,66.2,15,46.868991,30.481235,139500
monolith,10,24,65,14,46.876157,30.505292,145000
monolith,6,19,66.38,13.9,46.878889,30.53863,152000
panel,7,12,65,7,46.849701,30.512092,156100
panel,7,9,65,8,46.892304,30.535002,147000
monolith,7,24,65,13.6,46.880945,30.54118,189900
panel,9,16,65,8.2,46.858468,30.511454,16300
monolith,22,24,66.6,12.6,46.880631,30.53934,18500
stalin,5,5,65,8,46.837217,30.480004,185000
panel,3,12,65,6.5,46.875799,30.55904,205000
monolith,7,24,67.6,14.2,46.880631,30.53934,16400
monolithBrick,11,24,66,12,46.841261,30.494422,205000
brick,2,5,65,8,46.824081,30.512038,145000
block,1,12,65,10,46.819095,30.490254,155000
panel,5,12,67,7.1,46.808027,30.56664,165000
monolith,19,36,67.1,13.1,46.837181,30.490315,177990
brick,6,13,65.9,10.9,46.818776,30.490002,189900
panel,6,16,65,8,46.887215,30.563395,19182806
block,11,14,65,9.4,46.778907,30.502091,22000
brick,6,9,65,9,46.806059,30.513296,219990
brick,1,5,65,9,46.800843,30.515003,239000
monolith,10,11,65,17,46.790671,30.550136,268000
monolithBrick,6,14,66.1,18.3,46.817461,30.525594,113500
monolith,4,25,66,10,46.84073,30.494404,139900
panel,4,26,66,10,46.841261,30.494422,139500
monolith,26,35,66.5,12,46.774745,30.548609,155000
panel,15,16,65,8,46.80744,30.5353,19700
monolith,10,34,65.3,20,46.806646,30.542958,23000
monolithBrick,2,15,65,30,46.795444,30.526896,201000
monolith,5,13,67.2,3,46.790671,30.550136,30100
brick,6,8,66.2,10,46.783464,30.501812,153000
brick,6,8,66,10,46.783464,30.501812,152500
brick,6,8,66,10,46.783464,30.501812,163000
monolith,9,40,66.5,13,46.774745,30.548609,24300
monolith,3,26,67,10,46.841079,30.493004,259500
monolith,5,17,65,12,46.78199,30.533858,31300
brick,5,6,65.1,11.9,46.823115,30.49304,183000
monolith,8,17,65,12,46.78199,30.533858,263000
brick,9,9,67,7.5,46.781889,30.519099,143000
brick,7,8,65,10,46.783464,30.501812,145000
monolith,19,34,67,11,46.774745,30.548609,145000
monolith,17,34,66.4,27,46.80653,30.545995,149900
monolithBrick,8,21,65,15,46.784977,30.56194,153000
monolith,8,24,65.3,15,46.841261,30.494422,173000
monolith,11,23,67,17,46.799937,30.505903,176000
monolith,7,23,67,14,46.799937,30.505903,179000
monolith,7,23,67,17,46.799937,30.505903,185000
monolith,11,23,67,14,46.799937,30.505903,189000
monolith,11,23,67,14,46.799937,30.505903,191000
monolith,11,23,67,14,46.799937,30.505903,199000
monolith,10,34,67,10,46.806646,30.542958,19900
monolith,4,15,65,19.7,46.784303,30.562005,19100
monolith,4,23,65,12,46.799937,30.505903,118000
monolithBrick,4,21,67,20,46.782957,30.561024,131000
monolith,11,32,67.5,15,46.80653,30.545995,135000
monolith,27,35,67,10,46.774745,30.548609,18500
monolith,3,32,65.9,15.5,46.806646,30.542958,165000
brick,6,11,67.4,14,46.798323,30.520498,16700
brick,6,11,67.4,32.2,46.798323,30.520498,175000
monolith,31,32,67,10,46.806646,30.542958,177000
brick,5,7,67,10,46.794345,30.5118,176000
panel,14,19,67,11.4,46.947283,30.344934,179500
panel,1,9,66.3,6.1,46.864545,30.503181,149900
panel,4,9,65,6,46.846492,30.499686,255000
monolith,3,19,67.7,11.4,46.870577,30.400992,107000
panel,6,14,66.6,9.4,46.857806,30.512434,134500
panel,16,16,66.2,10,46.879293,30.549608,169880
monolith,21,21,65.5,12.6,46.879495,30.5398,172000
panel,4,12,65,9,46.86107,30.523321,188900
monolith,3,28,65.9,13.7,46.854436,30.496129,201280
monolith,18,19,66.3,11.4,46.869814,30.408863,225000
block,15,16,67,10,46.873056,30.460511,225000
panel,16,16,65,7.8,46.858468,30.511454,31800
monolith,7,22,66,10,46.878167,30.538242,157000
block,2,16,65,8,46.799107,30.583,198000
brick,2,8,66.5,7,46.790504,30.500923,208500
monolith,12,24,65.7,13,46.861277,30.562901,26100
brick,2,6,65,7.4,46.780102,30.559164,213000
brick,4,7,65,9,46.816429,30.524049,24300
panel,12,13,65,10,46.783615,30.564302,29600
panel,10,16,66,8,46.795985,30.583409,356000
block,8,8,65.7,8,46.835124,30.485933,198000
panel,16,16,65,7.8,46.847518,30.510646,369000
monolith,10,40,65.5,15,46.774745,30.548609,249400
brick,2,5,65.4,7.6,46.796825,30.522432,249500
monolith,17,59,66,10,46.809074,30.581021,271920
brick,3,5,66,8,46.804466,30.55001,27013500
stalin,2,8,67,10,46.786446,30.509084,222000
stalin,6,7,65,9,46.813344,30.505065,40100
monolith,6,17,65,12,46.850085,30.511526,185000
stalin,4,8,67,9,46.786197,30.511329,19900
brick,3,9,67,10,46.784951,30.506044,50000
stalin,3,9,66.3,14.8,46.804243,30.513406,123000
brick,7,8,65.2,9,46.804182,30.535448,144900
monolith,8,12,67.5,16,46.80916,30.541126,148000
brick,7,9,67,7,46.777768,30.580346,19500
monolith,5,17,65,12,46.78199,30.533858,175000
monolith,12,32,65.8,20,46.774745,30.548609,177000
monolith,11,23,67,11,46.862565,30.403528,185000
monolith,7,40,66,15,46.774745,30.548609,208000
monolith,29,30,67,15,46.818397,30.50353,26300
monolith,7,34,65.5,17,46.806646,30.542958,27500
panel,6,14,66.6,9.4,46.857806,30.512434,268500
monolith,3,17,69,23,46.784303,30.562005,28700
monolithBrick,30,32,69,10,46.80653,30.545995,29800
monolithBrick,31,32,68,10,46.80653,30.545995,289000
monolithBrick,6,6,68,12,46.781509,30.500465,34500
brick,2,8,68,6.5,46.780309,30.505154,135000
monolith,3,12,69.4,18.2,46.80916,30.541126,138000
monolith,27,37,68.4,13,46.774745,30.548609,19500
panel,14,16,68.4,7.9,46.885135,30.538583,155000
panel,5,16,68,8,46.851485,30.522028,157000
brick,1,14,68,10.5,46.865258,30.490584,189000
brick,1,6,68.3,9.9,46.78038,30.513215,19900
brick,1,8,68,9,46.803221,30.496839,152000
monolith,17,22,68,10,46.785169,30.564033,124000
monolith,30,32,68,12,46.806646,30.542958,155000
monolithBrick,17,24,69.7,16.5,46.86996,30.493632,183000
monolithBrick,4,15,69,20,46.78608,30.561562,112000
brick,3,7,69.7,7,46.780957,30.502082,139000
brick,6,6,68,11,46.781722,30.550331,146500
stalin,4,7,69.35,10,46.783301,30.502926,147800
monolith,11,15,69.6,20.7,46.795444,30.526896,176000
monolith,30,37,69.7,18,46.774745,30.548609,225000
monolith,7,15,68,15,46.798323,30.520498,244500
panel,13,19,68,11,46.94626,30.346005,247500
panel,11,12,68,8,46.864758,30.535233,289900
panel,1,9,68.8,9.2,46.863454,30.495258,295000
panel,13,16,68,8,46.84961,30.510529,299000
block,8,16,68,8,46.863283,30.512389,359900
brick,4,5,68,8,46.774872,30.531442,366000
brick,2,5,69,9,46.799163,30.562586,365000
brick,11,12,68,8.3,46.80652,30.500921,19800
brick,4,5,68,7.5,46.838865,30.543659,18900
panel,3,6,69.3,10.1,46.782932,30.51193,275000
brick,9,9,69,10,46.785837,30.508253,165000
monolithBrick,32,34,68.7,12,46.806646,30.542958,172800
monolith,6,18,70,8,46.785711,30.521381,199900
monolith,12,26,72,14,46.840912,30.495231,185000
monolith,12,32,71.6,18,46.774745,30.548609,265000
monolith,1,21,71.4,11,46.82485,30.530418,129000
monolith,30,35,71,14.7,46.857068,30.409582,143000
monolith,33,39,72.5,12,46.774745,30.548609,16800
monolithBrick,6,32,70.9,14.5,46.774745,30.548609,185000
brick,6,6,72,10,46.79808,30.533634,219900
panel,13,16,72,10,46.884797,30.490021,25200
panel,16,16,72,9.5,46.883378,30.560565,221000
panel,9,16,71,8,46.799107,30.583,228000
monolith,9,17,72.5,10,46.854325,30.499022,24400
brick,2,14,72,9,46.802032,30.51132,30000
panel,8,8,71.4,8,46.796359,30.561,319000
monolith,15,35,72.5,13.5,46.863631,30.408414,319000
monolith,11,15,71.1,13.7,46.795444,30.526896,388000
monolith,17,37,72,10,46.774745,30.548609,138000
brick,4,5,70,8,46.773105,30.543524,19500
brick,1,7,71.3,8,46.780957,30.502082,175000
monolith,23,43,70,14,46.774254,30.546525,179000
brick,5,9,72.9,7.8,46.808078,30.495016,183000
monolith,11,17,72,10,46.94631,30.343083,188000
monolithBrick,9,19,72.5,10,46.944621,30.349291,187880
brick,5,5,71,9,46.835225,30.525809,28800
panel,8,19,72.5,8.1,46.869536,30.481828,28600
panel,4,17,72.6,8.5,46.879329,30.500906,26100
panel,9,16,72.2,10,46.881434,30.490012,212000
panel,5,14,72,15,46.884624,30.524615,40500
monolithBrick,12,24,71,6,46.841261,30.494422,125000
monolith,5,25,71.1,8.3,46.864631,30.550035,208000
panel,1,14,72.3,10,46.868475,30.486643,29200
panel,4,17,70,9.5,46.846487,30.498206,288000
brick,3,5,71,9.2,46.824081,30.512038,31900
stalin,4,5,72,10,46.824344,30.514239,185000
brick,2,4,70,8.2,46.776527,30.548305,185000
brick,1,5,72,9,46.77671,30.508029,185000
brick,4,5,72,8.5,46.776239,30.528065,28300
brick,4,5,72,8.5,46.776239,30.528065,359000
brick,6,6,72,10,46.79808,30.533634,692000
stalin,6,6,72,10,46.79808,30.533634,279500
brick,11,13,70.1,6.7,46.818776,30.490002,30800
monolith,12,26,71.9,27,46.840912,30.495231,239000
monolithBrick,10,16,72.4,8,46.847887,30.40633,249000
stalin,7,7,72,8,46.783301,30.502926,495000
stalin,4,9,70,8.4,46.819894,30.495206,179500
monolith,15,32,70,13,46.774745,30.548609,205000
brick,7,8,72,8,46.796359,30.561,204000
panel,2,17,72,10,46.776943,30.533069,525000
brick,2,5,71,7.6,46.806322,30.532809,27500
monolithBrick,5,21,72.6,14.8,46.82485,30.530418,15499999
monolithBrick,4,19,70.6,12,46.785169,30.564033,19900
panel,11,17,72.5,9,46.779859,30.53952,20000
brick,3,7,72,9,46.781696,30.509062,205000
monolithBrick,17,32,70,10,46.80653,30.545995,205000
monolithBrick,2,25,72.6,15,46.838152,30.539814,236000
brick,6,16,70,10,46.796648,30.505006,26500
monolith,7,15,71,10,46.784303,30.562005,258700
monolith,6,35,72,13,46.863631,30.408414,259900
monolith,30,44,72.9,13.4,46.774745,30.548609,24600
monolith,14,41,71,20,46.774745,30.548609,24600
monolithBrick,5,21,72,23,46.782957,30.561024,295000
monolith,18,25,71.6,15,46.774745,30.548609,3000
monolithBrick,19,19,72.7,15,46.799168,30.559263,323500
monolithBrick,15,15,70,12,46.795444,30.526896,3300
monolith,11,37,71.3,15,46.774745,30.548609,429000
monolith,11,37,71,15,46.77472,30.551852,524500
monolith,3,18,72,16,46.785711,30.521381,209900
monolith,3,14,70,16,46.785711,30.521381,28300
brick,2,6,72,7.2,46.787001,30.509556,21800
monolithBrick,18,39,71,10,46.774745,30.548609,185000
monolith,15,26,72,15,46.791177,30.520411,185000
brick,8,16,70.2,7.3,46.880677,30.558643,195000
panel,13,14,71.5,8.3,46.872026,30.513413,195000
panel,17,17,72.7,9,46.878864,30.508948,20000
brick,5,5,72,8.5,46.849752,30.5198,215000
brick,1,5,72.3,7.7,46.813668,30.558402,239000
monolith,9,13,70,10.4,46.864975,30.540039,25500
brick,1,6,72,8,46.821325,30.513413,28600
brick,2,10,71,12,46.843146,30.50344,595000
panel,7,9,71,11.7,46.868597,30.400561,165000
monolith,1,21,72,12.3,46.82485,30.530418,194000
monolith,12,26,71,10,46.841261,30.494422,209000
monolith,12,26,71.4,6,46.841261,30.494422,249000
panel,3,5,70,15,46.847978,30.502109,264000
brick,6,10,71,8,46.808902,30.499354,278000
panel,10,10,70,11.9,46.85967,30.499839,297000
monolithBrick,20,24,71.2,18.3,46.880576,30.542096,23400
panel,10,17,72.6,10.3,46.77831,30.526618,35060
brick,3,5,71.1,10.3,46.798475,30.532062,40000
monolith,16,17,70.7,9.5,46.866389,30.403168,399900
brick,1,3,70,10,46.81867,30.51381,209990
